date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:30:08	2680/2680	---M--	200	added ('OK')	image/png	etag:%22610da97e-a78%22	https://doodlemaker.com/go/images/hm-icn-12_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-12_03.png	(from https://doodlemaker.com/go/)
02:30:08	3200/3200	---M--	200	added ('OK')	image/png	etag:%22610da97e-c80%22	https://doodlemaker.com/go/images/hm-icn-1_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-1_03.png	(from https://doodlemaker.com/go/)
02:30:09	2461/2461	---M--	200	added ('OK')	image/png	etag:%22610da97f-99d%22	https://doodlemaker.com/go/images/hm-icn-2_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-2_03.png	(from https://doodlemaker.com/go/)
02:30:09	2701/2701	---M--	200	added ('OK')	image/png	etag:%22610da97f-a8d%22	https://doodlemaker.com/go/images/hm-icn-3_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-3_03.png	(from https://doodlemaker.com/go/)
02:30:09	2605/2605	---M--	200	added ('OK')	image/png	etag:%22610da980-a2d%22	https://doodlemaker.com/go/images/hm-icn-4_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-4_03.png	(from https://doodlemaker.com/go/)
02:30:10	2754/2754	---M--	200	added ('OK')	image/png	etag:%22610da981-ac2%22	https://doodlemaker.com/go/images/hm-icn-5_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-5_03.png	(from https://doodlemaker.com/go/)
02:30:10	3015/3015	---M--	200	added ('OK')	image/png	etag:%22610da981-bc7%22	https://doodlemaker.com/go/images/hm-icn-6_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/hm-icn-6_03.png	(from https://doodlemaker.com/go/)
02:30:11	3143/3143	---M--	200	added ('OK')	image/png	etag:%22610da949-c47%22	https://doodlemaker.com/go/images/DMS_5_14.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_5_14.png	(from https://doodlemaker.com/go/)
02:30:11	4438/4438	---M--	200	added ('OK')	image/png	etag:%22610da943-1156%22	https://doodlemaker.com/go/images/DMS_5_06-15.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_5_06-15.png	(from https://doodlemaker.com/go/)
02:30:11	3484/3484	---M--	200	added ('OK')	image/png	etag:%22610da949-d9c%22	https://doodlemaker.com/go/images/DMS_5_16.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_5_16.png	(from https://doodlemaker.com/go/)
02:30:12	3776/3776	---M--	200	added ('OK')	image/png	etag:%22610da94a-ec0%22	https://doodlemaker.com/go/images/DMS_5_17.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_5_17.png	(from https://doodlemaker.com/go/)
02:30:12	8388/8388	---M--	200	added ('OK')	image/png	etag:%22610da9d1-20c4%22	https://doodlemaker.com/go/images/white-gurrantee-img_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/white-gurrantee-img_03.png	(from https://doodlemaker.com/go/)
02:30:13	4010/4010	---M--	200	added ('OK')	image/png	etag:%22610da8dc-faa%22	https://doodlemaker.com/go/images/card-2_new_01.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/card-2_new_01.png	(from https://doodlemaker.com/go/)
02:30:13	3750/3750	---M--	200	added ('OK')	image/png	etag:%22610da8dc-ea6%22	https://doodlemaker.com/go/images/card-2_new_02.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/card-2_new_02.png	(from https://doodlemaker.com/go/)
02:30:14	136591/136591	---M--	200	added ('OK')	image/png	etag:%22610da970-2158f%22	https://doodlemaker.com/go/images/drastically-1.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/drastically-1.png	(from https://doodlemaker.com/go/)
02:30:14	190158/190158	---M--	200	added ('OK')	image/png	etag:%22610da970-2e6ce%22	https://doodlemaker.com/go/images/drastically-2.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/drastically-2.png	(from https://doodlemaker.com/go/)
02:30:14	195760/195760	---M--	200	added ('OK')	image/png	etag:%22610da971-2fcb0%22	https://doodlemaker.com/go/images/drastically-3.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/drastically-3.png	(from https://doodlemaker.com/go/)
02:30:15	135640/135640	---M--	200	added ('OK')	image/png	etag:%22610da972-211d8%22	https://doodlemaker.com/go/images/drastically-4.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/drastically-4.png	(from https://doodlemaker.com/go/)
02:30:15	4402/4402	---M--	200	added ('OK')	image/png	etag:%22610da9d2-1132%22	https://doodlemaker.com/go/images/x-button.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/x-button.png	(from https://doodlemaker.com/go/)
02:30:16	22970/22970	---M--	200	added ('OK')	image/png	etag:%22610da900-59ba%22	https://doodlemaker.com/go/images/DMS_145_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_145_03.png	(from https://doodlemaker.com/go/)
02:30:16	38255/38255	---M--	200	added ('OK')	image/png	etag:%22610da901-956f%22	https://doodlemaker.com/go/images/DMS_146_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_146_03.png	(from https://doodlemaker.com/go/)
02:30:17	27438/27438	---M--	200	added ('OK')	image/png	etag:%22610da901-6b2e%22	https://doodlemaker.com/go/images/DMS_147_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_147_03.png	(from https://doodlemaker.com/go/)
02:30:18	124853/124853	---M--	200	added ('OK')	image/png	etag:%22610da984-1e7b5%22	https://doodlemaker.com/go/images/intelligence-img-1.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/intelligence-img-1.png	(from https://doodlemaker.com/go/)
02:30:18	166259/166259	---M--	200	added ('OK')	image/png	etag:%22610da9a4-28973%22	https://doodlemaker.com/go/images/multilingual-img.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/multilingual-img.png	(from https://doodlemaker.com/go/)
02:30:19	151295/151295	---M--	200	added ('OK')	image/png	etag:%22610da986-24eff%22	https://doodlemaker.com/go/images/intelligence-img-3.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/intelligence-img-3.png	(from https://doodlemaker.com/go/)
02:30:20	9562/9562	---M--	200	added ('OK')	image/png	etag:%22610da93b-255a%22	https://doodlemaker.com/go/images/DMS_36_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_36_03.png	(from https://doodlemaker.com/go/)
02:30:20	200834/200834	---M--	200	added ('OK')	image/png	etag:%22610da987-31082%22	https://doodlemaker.com/go/images/intelligence-img-4.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/intelligence-img-4.png	(from https://doodlemaker.com/go/)
02:30:20	12362/12362	---M--	200	added ('OK')	image/png	etag:%22610da915-304a%22	https://doodlemaker.com/go/images/DMS_240_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_240_03.png	(from https://doodlemaker.com/go/)
02:30:21	11011/11011	---M--	200	added ('OK')	image/png	etag:%22610da93d-2b03%22	https://doodlemaker.com/go/images/DMS_39_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_39_03.png	(from https://doodlemaker.com/go/)
02:30:21	16133/16133	---M--	200	added ('OK')	image/png	etag:%22610da918-3f05%22	https://doodlemaker.com/go/images/DMS_246_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_246_03.png	(from https://doodlemaker.com/go/)
02:30:22	9745/9745	---M--	200	added ('OK')	image/png	etag:%22610da917-2611%22	https://doodlemaker.com/go/images/DMS_245_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_245_03.png	(from https://doodlemaker.com/go/)
02:30:23	10388/10388	---M--	200	added ('OK')	image/png	etag:%22610da918-2894%22	https://doodlemaker.com/go/images/DMS_247_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_247_03.png	(from https://doodlemaker.com/go/)
02:30:23	12581/12581	---M--	200	added ('OK')	image/png	etag:%22610da91b-3125%22	https://doodlemaker.com/go/images/DMS_250_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_250_03.png	(from https://doodlemaker.com/go/)
02:30:24	13062/13062	---M--	200	added ('OK')	image/png	etag:%22610da919-3306%22	https://doodlemaker.com/go/images/DMS_248_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_248_03.png	(from https://doodlemaker.com/go/)
02:30:24	12107/12107	---M--	200	added ('OK')	image/png	etag:%22610da91c-2f4b%22	https://doodlemaker.com/go/images/DMS_251_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_251_03.png	(from https://doodlemaker.com/go/)
02:30:25	10340/10340	---M--	200	added ('OK')	image/png	etag:%22610da919-2864%22	https://doodlemaker.com/go/images/DMS_249_03.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/DMS_249_03.png	(from https://doodlemaker.com/go/)
02:30:26	4828/4828	---M--	200	added ('OK')	image/png	etag:%22610da9cd-12dc%22	https://doodlemaker.com/go/images/tick.png	E:/LANDING%20PAGE/project2/doodlemaker.com/go/images/tick.png	(from https://doodlemaker.com/go/)
